Environment_Type,Vertical/Industry,Company_Size,Hypervisor_Type,Storage_Type,Current_IT_Environment,Existing_Compute_Vendor,Existing_Switch_Vendor,Existing_Storage_Vendor,Current_Access_Protocol,Data_Protection_Strategy_Type,Current_Backup_Type,Current_Backup_Software,Existing_Cloud_Provider,AI_Readiness,Dell_Recommended_Server_Model,Dell_Recommended_Networking_Solution,Dell_Recommended_Storage_Product,Dell_Recommended_HCI_Solution,Dell_Recommended_Data_Protection_Solution,Cloud_UseCase_to_APEX_Mapping
Brownfield,Finance,Mid,VMware,Block,Visualization Graphics Intensive VMWare Environment,Dell,Cisco,NetApp,FC/iSCSI,Backup,Full,PowerProtect,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Healthcare,Large,VMware,Block,Storage dense VMWare Environment,,Dell,,FC/iSCSI,Snapshot,Incremental,Avamar,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Energy,SMB,VMware,Block,Durable Edge VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Manufacturing,Mid,,Block,Asymmetrical scaling VMWare Environment,Dell,Dell,EMC,FC/iSCSI/NFS/NVMe,Backup,Full,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell PowerProtect Data Domain,
Brownfield,Education,Mid,VMware,Block,Storage dense VMWare Environment,,Juniper,,FC/iSCSI,Backup,Incremental,Avamar,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Retail,Mid,VMware,Block,Visualization Graphics Intensive VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Legal,Mid,VMware,Block,Storage dense VMWare Environment,,,,FC/iSCSI,Archive,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Media,Mid,VMware,Block,Durable Edge VMWare Environment,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Finance,Mid,VMware,Block,Business Critical VMWare Environment,Dell,Juniper,EMC,FC/iSCSI,Backup,Full,PowerProtect,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Biotechnology,SMB,VMware,Block,Entry level VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Healthcare,Enterprise,VMware,Block,Business Critical VMWare Environment,Dell,Brocade,EMC,FC/iSCSI,Backup,Full,Avamar,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Manufacturing,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,Dell,Dell,,FC/iSCSI,Snapshot,Incremental,Druva,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Legal,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Finance,Mid,,Block,Asymmetrical scaling VMWare Environment,Dell,Cisco,EMC,FC/iSCSI,Backup,Full,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell PowerProtect Data Domain,
Greenfield,Education,Large,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell PowerFlex HCI,,
Brownfield,Food & Beverage,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,,NVMe/TCP,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Public Sector,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Agriculture,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Snapshot,,,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,,
Brownfield,Manufacturing,Enterprise,,Block,Highly Scalabale Environment,Dell,Brocade,EMC,NVMe/TCP,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Life Sciences,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Manufacturing,Enterprise,,Block,Highly Scalabale Environment,Dell,Cisco,,NVMe/TCP,Backup,Incremental,PowerProtect,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell Data Domain Virtual Edition,
Greenfield,Education,Large,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Chemicals,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell Data Domain Virtual Edition,
Brownfield,Government/OT,Enterprise,,Block,Highly Scalabale Environment,Dell,Cisco,,NVMe/TCP,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Pharma,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell Data Domain Virtual Edition,
Greenfield,Retail,SMB,VMware,Block,Entry level VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Government,Mid,,Block,Asymmetrical scaling VMWare Environment,Dell,Arista,EMC,FC/iSCSI,Backup,Full,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell PowerProtect Data Domain,
Greenfield,Oil & Gas,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell Data Domain Virtual Edition,
Brownfield,Pharma,Enterprise,VMware,Block,Business Critical VMWare Environment,Dell,Brocade,EMC,FC/iSCSI,Backup,Full,Commvault,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Public Sector,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell PowerFlex HCI,,
Brownfield,Finance,Mid,VMware,Block,Durable Edge VMWare Environment,Dell,Dell,,FC/iSCSI,Backup,Differential,Druva,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Healthcare,Mid,VMware,Block,Storage dense VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Media/Marketing,Mid,VMware,Block,Business Critical VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Government,Enterprise,,Block,Highly Scalabale Environment,Dell,Cisco,,NVMe/TCP,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Food & Beverage,Enterprise,VMware,Block,Entry level VMWare Environment,Dell,Dell,,FC/iSCSI,Snapshot,Incremental,Veeam,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Legal,Mid,VMware,Block,Storage dense VMWare Environment,Lenovo,Dell,EMC,FC/iSCSI,Backup,Full,Data Domain,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Public Sector,Mid,,Block,Asymmetrical scaling VMWare Environment,,,,S3,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell PowerProtect Data Domain,
Brownfield,Insurance,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,EMC,NVMe/TCP,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Nonprofit,Mid,VMware,Block,Storage dense VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Public Sector,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,,NVMe/TCP,Backup,Incremental,Avamar,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell Data Domain Virtual Edition,
Greenfield,Healthcare,Enterprise,VMware,Block,Business Critical VMWare Environment,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Manufacturing,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,Dell,Dell,,FC/iSCSI,Backup,Incremental,PowerProtect,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Education,Mid,VMware,Block,Storage dense VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Retail,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Nonprofit,SMB,VMware,Block,Business Critical VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Finance,Mid,VMware,Block,Durable Edge VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Pharma,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Logistics,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Snapshot,,,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,,
Brownfield,Healthcare,Enterprise,,Block,Highly Scalabale Environment,Dell,Cisco,EMC,NVMe/TCP,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Energy,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,,NVMe/TCP,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Education,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Snapshot,,,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,,
Brownfield,Logistics,Enterprise,,Block,Highly Scalabale Environment,Dell,Juniper,,NVMe/TCP,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Large,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell PowerFlex HCI,,
Brownfield,Manufacturing,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,,NVMe/TCP,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Education,Enterprise,,Block,Highly Scalabale Environment,,Juniper,,NVMe/TCP,Backup,Differential,PowerProtect,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell Data Domain Virtual Edition,
Greenfield,Biotechnology,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Finance,Large,Multi-hypervisor,Block,Cloud native Containerized Environments,Dell,Dell,,FC/iSCSI,Backup,Differential,Druva,,Not ready,,,,Dell PowerFlex HCI,,
Brownfield,Energy,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,,NVMe/TCP,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,VMware,Block,Business Critical VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Logistics,Enterprise,,Block,Highly Scalabale Environment,Dell,Cisco,,NVMe/TCP,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Biotechnology,Large,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Public Sector,Mid,VMware,Block,Visualization Graphics Intensive VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Education,SMB,VMware,Block,Business Critical VMWare Environment,,Dell,,FC/iSCSI,Backup,Differential,Veeam,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Legal,Mid,,Block,Asymmetrical scaling VMWare Environment,Dell,Dell,EMC,NFS,Snapshot,Incremental,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Food & Beverage,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,Dell,Dell,Dell,FC/iSCSI,Backup,Full,Avamar,,Not ready,,,,Dell PowerFlex HCI,,
Brownfield,IT Hosting,Enterprise,,Block,Highly Scalabale Environment,Dell,Cisco,,NVMe/TCP,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Manufacturing,Enterprise,VMware,Block,Entry level VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Public Health,Mid,,Block,Asymmetrical scaling VMWare Environment,,,,FC/iSCSI,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell PowerProtect Data Domain,
Greenfield,Legal,SMB,VMware,Block,Business Critical VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Media,Large,VMware,Block,Storage dense VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Pharma,Enterprise,,Block,Highly Scalabale Environment,Dell,Brocade,EMC,NVMe/TCP,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Finance,Enterprise,VMware,Block,Business Critical VMWare Environment,Dell,Arista,Dell,FC/iSCSI,Backup,Full,Data Domain,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Education,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell PowerFlex HCI,,
Brownfield,Logistics,Mid,VMware,Block,Durable Edge VMWare Environment,Dell,Juniper,,FC/iSCSI,Backup,Incremental,Veeam,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Manufacturing,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Pharma,Large,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Government,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Enterprise,,Block,Highly Scalabale Environment,,Dell,,NVMe/TCP,Backup,Incremental,Avamar,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell Data Domain Virtual Edition,
Brownfield,Transportation,Mid,,Block,Asymmetrical scaling VMWare Environment,Dell,Cisco,,NFS,Backup,Incremental,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell PowerProtect Data Domain,
Brownfield,Finance,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,EMC,NVMe/TCP,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Life Sciences,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,Dell,Dell,EMC,FC/iSCSI,Backup,Full,Druva,,Not ready,,,,Dell PowerFlex HCI,,
Brownfield,Nonprofit,Large,Multi-hypervisor,Block,Cloud native Containerized Environments,,Dell,,FC/iSCSI,Backup,Differential,Veeam,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Biotech,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Snapshot,,,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,,
Brownfield,Healthcare,Enterprise,,Block,Highly Scalabale Environment,Dell,Arista,,NVMe/TCP,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Transportation,Mid,VMware,Block,Durable Edge VMWare Environment,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Insurance,Enterprise,VMware,Block,Business Critical VMWare Environment,Dell,Dell,NetApp,FC/iSCSI,Backup,Full,Commvault,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Pharma,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Marketing,SMB,VMware,Block,Business Critical VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Oil & Gas,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,,NVMe/TCP,Backup,Incremental,Avamar,,Edge,Dell PowerFlex Disaggregated,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell Data Domain Virtual Edition,
Brownfield,Manufacturing,Mid,VMware,Block,Visualization Graphics Intensive VMWare Environment,Dell,Cisco,,FC/iSCSI,Backup,Full,Druva,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Legal,Mid,,Block,Asymmetrical scaling VMWare Environment,Dell,Brocade,EMC,S3,Archive,Full,Data Domain,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell Data Protection Suite for Archive,
Brownfield,Hospitality,Enterprise,VMware,Block,Entry level VMWare Environment,Dell,Dell,EMC,FC/iSCSI,Backup,Differential,Veeam,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Education,Mid,VMware,Block,Durable Edge VMWare Environment,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Media,Mid,,Block,Asymmetrical scaling VMWare Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell PowerProtect Data Domain,
Brownfield,Food & Beverage,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,,NVMe/TCP,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Brownfield,Food & Beverage,Enterprise,VMware,Block,Entry level VMWare Environment,Dell,Dell,,FC/iSCSI,Backup,Incremental,Avamar,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Media,Large,VMware,Block,Storage dense VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Government,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Manufacturing,Mid,,Block,Asymmetrical scaling VMWare Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell VxRail Dynamic Node,,Dell PowerProtect Data Domain,
Greenfield,Education,Mid,VMware,Block,Visualization Graphics Intensive VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Healthcare,Large,VMware,Block,Storage dense VMWare Environment,,Dell,EMC,FC/iSCSI,Backup,Differential,Veeam,,Not ready,,,,Dell VxRail (from Logic),,
Greenfield,Research,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Legal,Mid,VMware,Block,Visualization Graphics Intensive VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Government,Large,Multi-hypervisor,Block,Cloud native Containerized Environments,Dell,Dell,,FC/iSCSI,Backup,Differential,Veeam,,Not ready,,,,Dell PowerFlex HCI,,
Greenfield,Healthcare,Enterprise,,Block,Highly Scalabale Environment,,,,NVMe/TCP,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,IT Services,SMB,VMware,Block,Storage dense VMWare Environment,,,,FC/iSCSI,Backup,,,,Not ready,,,,Dell VxRail (from Logic),,
Brownfield,Oil & Gas,Enterprise,,Block,Highly Scalabale Environment,Dell,Dell,,NVMe/TCP,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerFlex Disaggregated,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,Multi-hypervisor,Block,Cloud native Containerized Environments,,,,FC/iSCSI,Snapshot,,,,Not ready,,,,Dell PowerFlex HCI,,
